ville;titre;lieu;date_debut;date_fin
paris;MOMO;RUE DES DEGRES;08/02/2002;08/02/2002
paris;LE BAL DES ACTRICES;RUE D'ALESIA;28/09/2007;28/09/2007
paris;LE BAL DES ACTRICES;RUE DE RIVOLI;18/10/2007;18/10/2007
paris;LE BAL DES ACTRICES;RUE BACHAUMONT;18/10/2007;18/10/2007
paris;LE BAL DES ACTRICES;RUE MONTMARTRE;24/10/2007;24/10/2007
paris;MES AMIS, MES AMOURS;BERGES DU QUAI DE VALMY ET ECLUSE DES RECOLLETS;10/05/2007;10/05/2007
paris;MES AMIS, MES AMOURS;PLACE DE LA CONCORDE;11/02/2007;11/02/2007
paris;MES AMIS, MES AMOURS;QUAI DE VALMY;10/05/2007;10/05/2007
paris;ENRAGE;RUE BOULARD;10/08/2007;10/08/2007
paris;MUSEE HAUT, MUSEE BAS;MUSEE DU PETIT PALAIS;11/07/2007;11/07/2007
paris;KIDDIE RIDE;JARDIN DU RANELAGH;10/11/2007;10/11/2007
paris;OPERATION CAPUCINES;AVENUE DU BEL AIR;21/10/2007;21/10/2007
paris;OPERATION CAPUCINES;RUE VAUCANSON;17/10/2007;17/10/2007
paris;COMME LES AUTRES/UNE FEMME DANS MA VIE;CARREFOUR RUE CLOTAIRE/DES FOSSES SAINT JACQUES;13/11/2007;13/11/2007
paris;COMME LES AUTRES/UNE FEMME DANS MA VIE;PLACE DU PANTHEON;13/11/2007;14/11/2007
paris;COMME LES AUTRES/UNE FEMME DANS MA VIE;RUE DU FAUBOURG DU TEMPLE;23/10/2007;23/10/2007
paris;COMME LES AUTRES/UNE FEMME DANS MA VIE;RUE DU FAUBOURG DU TEMPLE/LOUIS BONNET;23/10/2007;23/10/2007
paris;COMME LES AUTRES/UNE FEMME DANS MA VIE;RUE CLOTAIRE;13/11/2007;14/11/2007
paris;COMME LES AUTRES/UNE FEMME DANS MA VIE;RUE DE BELLEVILLE/BOULEVARD DE LA VILLETTE;23/10/2007;23/10/2007
paris;BABY BLUES;PONT DU CARROUSEL;13/11/2007;13/11/2007
paris;BABY BLUES;PONT DES ARTS;13/11/2007;13/11/2007
paris;BABY BLUES;PONT DE LA CONCORDE;13/11/2007;13/11/2007
paris;BABY BLUES;RUE DE CHATEAUDUN;18/10/2007;18/10/2007
paris;BABY BLUES;RUE CHARLES NODIER;31/10/2007;31/10/2007
paris;BABY BLUES;RUE DES MARTYRS;18/10/2007;18/10/2007
paris;BABY BLUES;RUE LA FAYETTE;18/10/2007;18/10/2007
paris;BABY BLUES;RUE DES BEAUX ARTS;11/12/2007;11/12/2007
paris;SECRET DEFENSE;AVENUE GEORGE V;02/04/2008;02/04/2008
paris;SECRET DEFENSE;AVENUE GEORGE V;20/02/2008;20/02/2008
paris;SECRET DEFENSE;PLACE ET RUE DU DOCTEUR FELIX LOBLIGEOIS;02/05/2008;02/05/2008
paris;SECRET DEFENSE;PLACE DU 18 JUIN;20/02/2008;20/02/2008
paris;SECRET DEFENSE;PLACE DES ETATS UNIS;02/05/2008;02/05/2008
paris;SECRET DEFENSE;RUE DUMONT D'URVILLE;02/05/2008;02/05/2008
paris;SECRET DEFENSE;RUE GALILEE;02/05/2008;02/05/2008
paris;VERSAILLES;RUE DU POLE NORD;25/10/2007;25/10/2007
paris;VERSAILLES;RUE DU RUISSEAU;25/10/2007;25/10/2007
paris;VERSAILLES;RUE MARCADET;24/10/2007;24/10/2007
paris;VERSAILLES;SQUARE DE CLIGNANCOURT;15/11/2007;15/11/2007
paris;ILLUMINATIS;RUE DU GRENIER SUR L'EAU;27/10/2007;27/10/2007
paris;ILLUMINATIS;RUE DU GRENIER SUR L'EAU;30/10/2007;30/10/2007
paris;35 RHUMS;RUE BUZELIN;27/11/2007;27/11/2007
paris;35 RHUMS;RUE DE LA GUADELOUPE;19/12/2007;19/12/2007
paris;COLUCHE;BOULEVARD BONNE NOUVELLE;12/02/2007;12/02/2007
paris;COLUCHE;PARC MONTSOURIS;20/11/2007;20/11/2007
paris;POUR ELLE;BOULEVARD DE LA CHAPELLE;12/10/2007;12/10/2007
paris;POUR ELLE;RUE HERICART;30/11/2007;30/11/2007
paris;POUR ELLE;RUE CAILLE;12/11/2007;12/11/2007
paris;LES INSEPARABLES/CIRCUIT FERME;RUE DE MONCEAU;01/02/2008;01/02/2008
paris;UN SIMPLE ESPION;RUE DE VAUCOULEURS;23/11/2007;23/11/2007
paris;UN SIMPLE ESPION;RUE DU FAUBOURG DU TEMPLE;23/11/2007;23/11/2007
paris;JE TE MANGERAIS;PLACE DE NARVICK;22/11/2007;23/11/2007
paris;MAANAR;PONT ALEXANDRE III;12/06/2007;12/06/2007
paris;PARUVA RAAGAM;AVENUE GUSTAVE V DE SUEDE;14/12/2007;14/12/2007
paris;PARUVA RAAGAM;PONT DE L'ARCHEVECHE;12/11/2007;12/11/2007
paris;PARUVA RAAGAM;PONT DES ARTS;14/12/2007;14/12/2007
paris;PARUVA RAAGAM;QUAI DE LA TOURNELLE;14/12/2007;14/12/2007
paris;LA FEMME INVISIBLE;BOULEVARD SAINT GERMAIN;15/01/2008;15/01/2008
paris;LA FEMME INVISIBLE;BOULEVARD DU GENERAL MARTIAL VALIN;02/07/2008;02/08/2008
paris;LA FEMME INVISIBLE;PLACE DE LA REPUBLIQUE;24/01/2008;24/01/2008
paris;LA FEMME INVISIBLE;RUE JACOB;15/01/2008;15/01/2008
paris;LA FEMME INVISIBLE;RUE MAZAGRAN;22/01/2008;22/01/2008
paris;CLOWN;RUE SAINT MARTIN;31/01/2008;31/01/2008
paris;ENVOYES (TRES) SPECIAUX;PLACE BOIELDIEU;22/01/2008;22/01/2008
paris;ENVOYES (TRES) SPECIAUX;RUE DE CLIGNANCOURT;21/02/2008;21/02/2008
paris;ENVOYES (TRES) SPECIAUX;RUE CUSTINE ANGLE DU BD BARBES;02/08/2008;02/08/2008
paris;ENVOYES (TRES) SPECIAUX;RUE DU FAUBOURG POISSONNIERE;19/02/2008;19/02/2008
paris;ENVOYES (TRES) SPECIAUX;RUE DE MARIVAUX;21/01/2008;21/01/2008
paris;ENVOYES (TRES) SPECIAUX;RUE DU FAUBOURG POISSONNIERE;18/02/2008;18/02/2008
paris;UN HOMME ET SON CHIEN;PARC DES BUTTES CHAUMONT;22/02/2008;22/02/2008
paris;UN HOMME ET SON CHIEN;PARC DES BUTTES CHAUMONT;18/03/2008;18/03/2008
paris;UN HOMME ET SON CHIEN;PLACE EDOUARD VII;27/02/2008;27/02/2008
paris;UN HOMME ET SON CHIEN;PONT DES ARTS;21/02/2008;21/02/2008
paris;UN HOMME ET SON CHIEN;RUE SCRIBE;26/02/2008;26/02/2008
paris;UN HOMME ET SON CHIEN;SQUARE PHILIPPE PINEL;25/02/2008;25/02/2008
paris;LOL;AVENUE DE LAMBALLE;21/04/2008;21/04/2008
paris;LOL;PLACE THEODORE RIVIERE;04/10/2008;04/10/2008
paris;LOL;PLACE THEODORE RIVIERE;03/03/2008;03/03/2008
paris;LOL;RUE VERDERET;03/03/2008;03/03/2008
paris;LOL;RUE DU BUIS;04/10/2008;04/10/2008
paris;LOL;RUE DE PRESBOURG;28/04/2008;28/04/2008
paris;ET SI...;BERGES DU CANAL;03/04/2008;03/04/2008
paris;ET SI...;RUE COCHIN;03/07/2008;03/07/2008
paris;TON PROCHAIN;AVENUE DE BRETEUIL;19/03/2008;19/03/2008
paris;TON PROCHAIN;PLACE DE CLICHY;17/03/2008;17/03/2008
paris;TON PROCHAIN;PLACE VAUBAN;19/03/2008;19/03/2008
paris;TON PROCHAIN;RUE BIOT;17/03/2008;17/03/2008
paris;TON PROCHAIN;RUE DE VAUGIRARD;19/03/2008;19/03/2008
paris;TON PROCHAIN;RUE LECOURBE;19/03/2008;19/03/2008
paris;LES HERBES FOLLES;AVENUE DU GENERAL EISENHOVER;23/09/2008;23/09/2008
paris;LES HERBES FOLLES;AVENUE FRANKLIN ROOSEVELT;23/09/2008;23/09/2008
paris;LES HERBES FOLLES;JARDIN NATUREL;09/05/2008;09/05/2008
paris;LES HERBES FOLLES;PLACE CLEMENCEAU;23/09/2008;23/09/2008
paris;LES HERBES FOLLES;QUAI DE L'ARCHEVECHE;26/03/2008;26/03/2008
paris;LES HERBES FOLLES;RUE DES CERISOLES;25/06/2008;25/06/2008
paris;LES ZONES TURQUOISES;FAUBOURG ST DENIS/ANGLE RUE DES PETITES ECURIES;04/07/2008;04/07/2008
paris;A L'ORIGINE;PLACE LOUIS ARMAND;04/12/2008;13/04/2008
paris;A L'ORIGINE;QUAI DE LA RAPEE;04/12/2008;13/04/2008
paris;A L'ORIGINE;RUE DE BERCY;04/12/2008;13/04/2008
paris;COMMIS D'OFFICE;AVENUE DES GOBELINS;25/04/2008;25/04/2008
paris;COMMIS D'OFFICE;BOULEVARD EXELMANS;23/04/2008;23/04/2008
paris;COMMIS D'OFFICE;BOULEVARD DU PALAIS;23/04/2008;23/04/2008
paris;DEMAIN DES L'AUBE;RUE BOSSUET;08/01/2008;08/01/2008
paris;HADEWIJCH;AVENUE KLEBER (ENTREE METRO);13/08/2008;13/08/2008
paris;HADEWIJCH;QUAI D'ANJOU;08/08/2008;08/08/2008
paris;HADEWIJCH;QUAI D'ANJOU;08/07/2008;08/07/2008
paris;HADEWIJCH;QUAI DE BETHUME;08/07/2008;08/07/2008
paris;HADEWIJCH;RUE BUDE;08/12/2008;08/12/2008
paris;MON BEAU PERE;BOULEVARD SAINT MARTIN;09/10/2008;09/10/2008
paris;MON BEAU PERE;RUE RENE BOULANGER;09/10/2008;09/10/2008
paris;MON BEAU PERE;RUE DU DOCTEUR LANCEREAUX;09/04/2008;09/04/2008
paris;MON BEAU PERE;RUE CHARLEMAGNE;08/04/2008;08/04/2008
paris;MICMACS A TIRE LARIGOT;BOULEVARD BERTHIER;15/12/2008;15/12/2008
paris;MICMACS A TIRE LARIGOT;PASSERELLE D'IVRY SUR SEINE ET DE CHARENTON LE PONT;09/08/2008;09/11/2008
paris;MICMACS A TIRE LARIGOT;PASSERELLE DU PONT DE CRIMEE;25/11/2008;25/11/2008
paris;MICMACS A TIRE LARIGOT;PONT DE L'OURCQ;28/11/2008;28/11/2008
paris;MICMACS A TIRE LARIGOT;PONT DE L'OURCQ;12/02/2008;12/02/2008
paris;MICMACS A TIRE LARIGOT;QUAI DE LA MARNE;12/01/2008;12/01/2008
paris;MICMACS A TIRE LARIGOT;RUE DE CRIMEE;24/11/2008;24/11/2008
paris;MICMACS A TIRE LARIGOT;TERRE-PLEIN DE LA PLACE BLANCHE;25/08/2008;25/08/2008
paris;LES PETITS PRINCES;PONT D'IENA;14/08/2008;14/08/2008
paris;LES PETITS PRINCES;PONT DE LA TOURNELLE;08/08/2008;08/08/2008
paris;36 VUES DU PIC SAINT LOUP;RUE DE RIVOLI;14/08/2008;14/08/2008
paris;JE NE DIS PAS NON;RUE DE LA PERLE;18/08/2008;18/08/2008
paris;JE NE DIS PAS NON;RUE DES PETITS HOTELS;10/06/2008;10/06/2008
paris;JE NE DIS PAS NON;RUE DU PONT LOUIS PHILIPPE;10/06/2008;10/06/2008
paris;JE NE DIS PAS NON;RUE DE L'HOTEL DE VILLE;27/08/2008;27/08/2008
paris;JE NE DIS PAS NON;SQUARE DES BERGES;27/08/2008;27/08/2008
paris;ERREUR DE LA BANQUE EN VOTRE FAVEUR;AVENUE VELASQUEZ;09/11/2008;09/11/2008
paris;ERREUR DE LA BANQUE EN VOTRE FAVEUR;PLACE CHARLES DULLIN;22/09/2008;23/09/2008
paris;LE PERE DE MES ENFANTS;BOULEVARD DES CAPUCINES;09/02/2008;09/02/2008
paris;LE PERE DE MES ENFANTS;PASSERELLE SIMONE DE BEAUVOIR;16/10/2008;16/10/2008
paris;LE PERE DE MES ENFANTS;RUE GABRIEL LAUMAIN;16/09/2008;16/09/2008
paris;LE PERE DE MES ENFANTS;RUE GABRIEL LAUMAIN;17/10/2008;17/10/2008
paris;LE PERE DE MES ENFANTS;RUE DE LA LUNE;09/01/2008;09/01/2008
paris;LE PERE DE MES ENFANTS;RUE SAINT AUGUSTIN;09/02/2008;09/02/2008
paris;ICHH;PLACE DE L'OPERA;06/05/2010;06/05/2010
paris;ICHH;AVENUE ALBERT 1ER DE MONACO;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;BOULEVARD MAGENTA;16/06/2010;16/06/2010
paris;HALLAL POLICE D'ETAT;RUE DES 3 FRERES ET NÂ° 4/6;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;RUE DE CLIGNANCOURT;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;PLACE DE L'OPERA;29/06/2010;29/06/2010
paris;HALLAL POLICE D'ETAT;RUE DREVET;06/09/2010;06/09/2010
paris;HALLAL POLICE D'ETAT;RUE ANDRE BARSACQ;06/09/2010;06/09/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;PLACE DU PANTHEON;06/11/2010;06/11/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;BOULEVARD EXCELMANS;07/09/2010;07/09/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;AVENUE DE VILLIERS;17/06/2010;17/06/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;RUE DE THIONVILLE/DES ARDENNES;14/06/2010;14/06/2010
paris;QUI A ENVIE D'ETRE AIME/CATHOLIQUE ANONYME;RUE DE PHALSBOURG;21/06/2010;21/06/2010
paris;MAN MADAN AMBU;RUE EGINHARD;06/12/2010;06/12/2010
paris;MOI, MICHEL G.;BOULEVARD SAINT GERMAIN;17/06/2010;17/06/2010
paris;MOI, MICHEL G.;BOULEVARD DES CAPUCINES;16/06/2010;16/06/2010
paris;LE PREMIER HOMME;CIMETIERE DE PANTIN;16/06/2010;16/06/2010
paris;MONTE CARLO STORY;AVENUE JOSEPH BOUVARD;21/06/2010;22/06/2010
paris;BYE BYE BLONDIE;RUE DE CHINE;20/08/2010;20/08/2010
paris;BYE BYE BLONDIE;RUE DE LA CHINE;21/08/2010;21/08/2010
paris;BYE BYE BLONDIE;RUE LEDRU ROLLIN;14/08/2010;14/08/2010
paris;BYE BYE BLONDIE;PLACE JOACHIM DU BELLAY;20/08/2010;20/08/2010
paris;UN ETE BRULANT;PLACE JEANNE D'ARC;30/07/2010;30/07/2010
paris;MIDNIGHT IN PARIS;TERRE-PLEIN DE LA PLACE DE LA REPUBLIQUE;07/05/2010;07/06/2010
paris;MIDNIGHT IN PARIS;RUE MALEBRANCHE;07/08/2010;07/08/2010
paris;MIDNIGHT IN PARIS;PLACE DE L'ABBE BASSET;27/07/2010;28/07/2010
paris;MIDNIGHT IN PARIS;QUAI DE BOURBON;07/12/2010;13/07/2010
paris;MIDNIGHT IN PARIS;RUE ROYALE;26/07/2010;26/07/2010
paris;MIDNIGHT IN PARIS;RUE FREDERIC SAUTON;16/07/2010;16/07/2010
paris;MIDNIGHT IN PARIS;PLACE DE L'ABBE BASSET;30/07/2010;30/07/2010
paris;MON PERE EST FEMME DE MENAGE;BOULEVARD DES CAPUCINES;16/07/2010;16/07/2010
paris;LA CROISIERE;RUE DE RIVOLI;20/07/2010;20/07/2010
paris;LES HOMMES LIBRES;QUAI DE BOURBON;18/08/2010;18/08/2010
paris;LES HOMMES LIBRES;RUE DES TROIS COURONNES;08/11/2010;08/11/2010
paris;LES HOMMES LIBRES;PONT ALEXANDRE III;16/08/2010;16/08/2010
paris;LES HOMMES LIBRES;RUE BOSSUET;09/06/2010;09/06/2010
paris;LES HOMMES LIBRES;RUE FENELON;09/06/2010;09/06/2010
paris;LES HOMMES LIBRES;RUE DE NAVARRE;17/08/2010;17/08/2010
paris;LES HOMMES LIBRES;PORT DE LA TOURNELLE;18/08/2010;18/08/2010
paris;ET SOUDAIN TOUT LE MONDE ME MANQUE;RUE DE L'ALBONI;29/07/2010;29/07/2010
paris;SWITCH;BOULEVARD DE ROCHECHOUARD;08/05/2010;08/05/2010
paris;SWITCH;AVENUE ELISEE RECLUS;08/12/2010;13/08/2010
paris;UN AMOUR DE JEUNESSE;RUE DE CRIMEE;09/01/2010;09/01/2010
paris;UN AMOUR DE JEUNESSE;AVENUE DE FLANDRES;09/01/2010;09/01/2010
paris;UN AMOUR DE JEUNESSE;RUE SAINT MAUR;20/08/2010;20/08/2010
paris;UN AMOUR DE JEUNESSE;TERRE-PLEIN CENTRAL QUAI DE LA RAPEE ET BD BASTILLE;12/10/2010;12/10/2010
paris;UN AMOUR DE JEUNESSE;AVENUE JEAN JAURES;09/01/2010;09/01/2010
paris;UN AMOUR DE JEUNESSE;RUE CHARLOT;14/12/2010;14/12/2010
paris;UN AMOUR DE JEUNESSE;BOULEVARD MASSENA;09/03/2010;09/03/2010
paris;UN AMOUR DE JEUNESSE;RUE NATIONALE;09/03/2010;09/03/2010
paris;UN AMOUR DE JEUNESSE;QUAI DE LA LOIRE;09/01/2010;09/01/2010
paris;J'AIME REGARDER LES FILLES / LE CIEL S'EST DECHIRE;RUE MARTIGNAC;19/08/2010;19/08/2010
paris;J'AIME REGARDER LES FILLES / LE CIEL S'EST DECHIRE;AVENUE VICTOR HUGO;25/08/2010;25/08/2010
paris;J'AIME REGARDER LES FILLES / LE CIEL S'EST DECHIRE;BOULEVARD DES BATIGNOLLES;17/08/2010;17/08/2010
paris;ONE DAY;RUE MARIE ET LOUISE;09/01/2010;09/01/2010
paris;POURQUOI TU PLEURES ?;CARREFOUR DES RUES HERMEL, RAMEY ET DUC;24/09/2010;24/09/2010
paris;POURQUOI TU PLEURES ?;RUE DES DAMES/R DE LEVIS (ANGLE);27/09/2010;27/09/2010
paris;POURQUOI TU PLEURES ?;RUE DE MIROMESNIL;27/09/2010;27/09/2010
paris;POURQUOI TU PLEURES ?;PLACE BOIELDIEU;10/08/2010;10/08/2010
paris;POURQUOI TU PLEURES ?;SQUARE SUZANNE BUISSON;29/09/2010;29/09/2010
paris;POLISSE;PLACE PIGALLE;15/10/2010;15/10/2010
paris;POLISSE;GYMNASE HUYGHENS;22/09/2010;22/09/2010
paris;POLISSE;RUE DU FAUBOURG SAINT DENIS;09/02/2010;09/02/2010
paris;POLISSE;RUE DANIELLE CASANOVA;10/05/2010;10/05/2010
paris;POLISSE;RUE MARIE ET LOUISE;23/09/2010;23/09/2010
paris;POLISSE;RUE DE L'ABBE GREGOIRE;22/09/2010;22/09/2010
paris;BEBE/QUI DE NOUS DEUX;BERGES DU QUAI SAINT BERNARD;23/04/2005;23/04/2005
paris;CELIBATAIRES;AVENUE KEBLER;14/03/2005;15/03/2005
paris;CELIBATAIRES;RUE BACHAUMONT;04/12/2005;04/12/2005
paris;CELIBATAIRES;RUE TIQUETONNE;04/11/2005;04/11/2005
paris;FRAGMENTS;RUE VAUGIRARD;23/02/2005;23/02/2005
paris;CALL ME AGOSTINO;RUE DE L'ALBONI;18/02/2005;18/02/2005
paris;ECOUTE LE TEMPS;AIRE DE JEUX DU PERE LACHAISE;04/05/2005;04/05/2005
paris;FAUTEUILS D'ORCHESTRE;PLACE DE L'ALMA;17/05/2005;17/05/2005
paris;TOI ET MOI;AVENUE DE FRIEDLAND;05/04/2005;05/04/2005
paris;TOI ET MOI;RUE DUNOIS;04/04/2005;04/04/2005
paris;TOI ET MOI;RUE DUNOIS;31/03/2005;31/03/2005
paris;TOI ET MOI;RUE DE DOMEREMY;04/05/2005;04/05/2005
paris;OLE;BOIS DE BOULOGNE;05/10/2005;05/11/2005
paris;OLE;PLACE DE LA CONCORDE;28/04/2005;28/04/2005
paris;L'ANNIVERSAIRE;RUE DE VAUGIRARD;21/04/2005;21/04/2005
paris;HELL;AVENUE DE SAXE;05/12/2005;05/12/2005
paris;HELL;RUE DE MARIGNAN;05/12/2005;05/12/2005
paris;EL AMOR Y LA CIUDAD;RUE DU GRENIER SUR L'EAU;28/04/2005;28/04/2005
paris;EL AMOR Y LA CIUDAD;RUE DU ROI DE SICILE;28/04/2005;28/04/2005
paris;COMME TOUT LE MONDE;PLACE DE L'OPERA - TERRE-PLEIN (FACE OPERA);23/05/2005;23/05/2005
paris;LA DOUBLURE;RUE BIOT;07/07/2005;07/07/2005
paris;L'IVRESSE DU POUVOIR/LA COMEDIE DU POUVOIR;BOULEVARD ARAGO;30/05/2005;30/05/2005
paris;QUI M'AIME ME SUIVE/HELAS & HOURRA !;BOULEVARD SAINT MICHEL;07/05/2005;07/05/2005
paris;QUI M'AIME ME SUIVE/HELAS & HOURRA !;RUE DU MARCHE;15/06/2005;15/06/2005
paris;QUI M'AIME ME SUIVE/HELAS & HOURRA !;RUE LINNE;07/05/2005;07/05/2005
paris;QUI M'AIME ME SUIVE/HELAS & HOURRA !;RUE DE BRETAGNE;15/06/2005;15/06/2005
paris;J'INVENTE RIEN;RUE DES MONTIBOEUFS;15/07/2005;15/07/2005
paris;J'INVENTE RIEN;RUE STENDHAL;28/06/2005;28/06/2005
paris;DU JOUR AU LENDEMAIN;RUE CONSTANCE;06/07/2005;06/07/2005
paris;DU JOUR AU LENDEMAIN;RUE DE RENNES/R COETLOGON/ANGLE;06/03/2005;06/03/2005
paris;DA VINCI CODE;BERGES DE LA SEINE;07/12/2005;07/12/2005
paris;DA VINCI CODE;GARE DU NORD;20/07/2005;20/07/2005
paris;DA VINCI CODE;PASSAGE RICHELIEU;07/05/2005;07/05/2005
paris;DA VINCI CODE;PLACE SAINT SULPICE;18/07/2005;18/07/2005
paris;DA VINCI CODE;QUAI FRANCOIS MITTERRAND;07/11/2005;07/11/2005
paris;DA VINCI CODE;RUE GARANCIERE;18/07/2005;18/07/2005
paris;DA VINCI CODE;RUE DU 29 JUILLET;30/06/2005;07/01/2005
paris;ANGEL-A;PLACE DU MARCHE;26/08/2005;26/08/2005
paris;ANGEL-A;PONT ALEXANDRE III;26/06/2005;27/06/2005
paris;ANGEL-A;PONT AU DOUBLE;09/09/2005;09/09/2005
paris;ANGEL-A;RUE DU CARDINAL DUBOIS;22/08/2005;22/08/2005
paris;ANGEL-A;RUE BARBEY D'AUREVILLY;18/07/2005;18/07/2005
paris;LE PRESSENTIMENT;BOULEVARD RICHARD LENOIR;08/08/2005;08/08/2005
paris;COMME T'Y ES BELLE;AVENUE CARREFOUR F.D.ROOSEVELT ET GL EISENHOWER;07/11/2005;07/11/2005
paris;COMME T'Y ES BELLE;PLACE FRANCOIS 1ER;07/06/2005;07/06/2005
paris;COMME T'Y ES BELLE;PLACE DE LA REINE ASTRID;07/06/2005;07/06/2005
paris;COMME T'Y ES BELLE;RUE DE CHAILLOT;07/07/2005;07/07/2005
paris;COMME T'Y ES BELLE;RUE LAMBALLE;07/07/2005;07/07/2005
paris;COMME T'Y ES BELLE;RUE DE RENNES;07/12/2005;07/12/2005
paris;NE LE DIS A PERSONNE;RUE HENRI HUCHARD;23/09/2005;23/09/2005
paris;PARIS;PLACE DENFERT ROCHEREAU;20/12/2006;22/12/2006
paris;PARIS;PONT DE LA TOURNELLE;16/11/2006;16/11/2006
paris;PARIS;RUE DE MEDICIS;30/11/2006;30/11/2006
paris;PARIS;RUE DE BELLEVILLE;12/12/2006;12/12/2006
paris;PARIS;RUE DU FAUBOURG SAINT ANTOINE;20/12/2006;22/12/2006
paris;PARIS;RUE DU RETRAIT;26/01/2007;26/01/2007
paris;APRES LUI;RUE SORBIER;12/12/2006;12/12/2006
paris;THE BOURNE ULTIMATUM;RUE DE ROHAN;22/11/2006;22/11/2006
paris;COMME UN PERE/LES ENFANTS DU TERRAIN VAGUE;RUE DE MONTESSUY;19/02/2007;19/02/2007
paris;COMME UN PERE/LES ENFANTS DU TERRAIN VAGUE;RUE PECLET;14/02/2007;14/02/2007
paris;COMME UN PERE/LES ENFANTS DU TERRAIN VAGUE;RUE DES ORTEAUX;31/01/2007;31/01/2007
paris;DEUX VIES PLUS UNE.....;PONT DE LA RUE LAFAYETTE;02/07/2007;02/07/2007
paris;LA VIE EN ROUGE;RUE MALEBRANCHE;06/12/2007;06/12/2007
paris;L'INFILTRE;AVENUE DE LA BOURDONNAIS;14/06/2007;14/06/2007
paris;L'INFILTRE;PORT DES SAINTS PERES;13/06/2007;13/06/2007
paris;AGATHE CLERY;AVENUE GEORGE V/CONTRE ALLEE;07/02/2007;07/02/2007
paris;AGATHE CLERY;AVENUE PIERRE 1ER DE SERBIE;07/04/2007;07/04/2007
paris;AGATHE CLERY;AVENUE CARNOT;19/09/2007;19/09/2007
paris;AGATHE CLERY;PLACE MAUBERT;13/09/2007;13/09/2007
paris;AGATHE CLERY;PLACE DE LA MADELEINE;09/06/2008;09/06/2008
paris;AGATHE CLERY;RUE CHRISTOPHE COLOMB;19/09/2007;19/09/2007
paris;AGATHE CLERY;RUE CHRISTOPHE COLOMB;09/07/2007;09/07/2007
paris;AGATHE CLERY;RUE DE PASSY;21/09/2007;21/09/2007
paris;AGATHE CLERY;SQUARE JEAN XXIII;30/07/2007;08/01/2007
paris;L'HEURE D'ETE / (SOUVENIRS DU VALOIS);PLACE DE LA PORT;27/06/2007;27/06/2007
paris;L'HEURE D'ETE / (SOUVENIRS DU VALOIS);RUE DU RANELAGH;27/06/2007;27/06/2007
paris;DE LA GUERRE;RUE GERBIER;26/06/2007;26/06/2007
paris;DE LA GUERRE;RUE DE LA VACQUERIE;26/06/2007;26/06/2007
paris;LA FRONTIERE DE L'AUBE;RUE CASIMIR DELAVIGNE;31/07/2007;31/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE GAY LUSSAC;31/07/2007;31/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE ROCHECHOUART;26/08/2007;26/08/2007
paris;LA FRONTIERE DE L'AUBE;RUE MURILLO;22/07/2007;22/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE DE MONCEAU;18/07/2007;18/07/2007
paris;LA FRONTIERE DE L'AUBE;RUE TURGOT;26/08/2007;26/08/2007
paris;SEULS TWO;AVENUE DU PROFESSEUR ANDRE LEMIERRE;08/07/2007;08/07/2007
paris;SEULS TWO;AVENUE RAPP;31/07/2007;08/02/2007
paris;SEULS TWO;AVENUE DES CHAMPS ELYSSES;15/08/2007;15/08/2007
paris;SEULS TWO;AVENUE WINSTON CHURCHILL;26/08/2007;27/08/2007
paris;SEULS TWO;PARVIS DE L'EGLISE;28/09/2007;28/09/2007
paris;SEULS TWO;PASSAGE DE L'INDUSTRIE;30/07/2007;30/07/2007
paris;SEULS TWO;PLACE FRANTZ LISZT;10/03/2007;10/03/2007
paris;SEULS TWO;PLACE DE L'ETOILE;07/10/2007;07/10/2007
paris;SEULS TWO;PLACE DE L'ETOILE;15/08/2007;15/08/2007
paris;SEULS TWO;PLACE DE LA CONCORDE;08/12/2007;08/12/2007
paris;SEULS TWO;PONT DES INVALIDES;26/08/2007;27/08/2007
paris;SEULS TWO;PONT ALEXANDRE III;26/08/2007;27/08/2007
paris;SEULS TWO;RUE PIERRE SEMARD;13/08/2007;13/08/2007
paris;SEULS TWO;RUE ALIBERT;15/08/2007;15/08/2007
paris;SEULS TWO;RUE GUSTAVE GOUBLIER;30/07/2007;30/07/2007
paris;SEULS TWO;RUE DE L'ECOLE;20/08/2007;21/08/2007
paris;TROIS PETITES FILLES;LYCEE PAUL BERT;18/02/2004;18/02/2004
paris;TROIS PETITES FILLES;SQUARE DE LA PLACE DE LA NATION;18/02/2004;18/02/2004
paris;ETAT AMOUREUX;RUE DARWIN;20/12/2003;20/12/2003
paris;ETAT AMOUREUX;RUE LAMARCK;20/12/2003;20/12/2003
paris;ETAT AMOUREUX;RUE DARCET;18/12/2003;18/12/2003
paris;LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE);BERGES DU PORT;29/06/2004;29/06/2004
