ville;titre;lieu;date_debut;date_fin
paris;JULIE AND JULIA;SQUARE JEAN XXIII;06/10/2008;06/10/2008
paris;UN CHAT UN CHAT;RUE DU PARC;15/07/2008;15/07/2008
paris;UN CHAT UN CHAT;RUE ABEL;06/11/2008;06/11/2008
paris;UN CHAT UN CHAT;SQUARE NICOLAS LEDOUX;19/06/2008;19/06/2008
paris;LA DOUBLE CROISEE;AVENUE GUSTAVE V DE SUEDE;20/06/2008;20/06/2008
paris;G.I. JOE / DARK SKY;PONT DE BIR HAKEIM;08/02/2008;08/02/2008
paris;G.I. JOE / DARK SKY;QUAI BRANLY (TROTTOIR);31/07/2008;31/07/2008
paris;UNE FAMILLE CLEF EN MAIN;QUAI DES BOUQUINISTES;21/06/2008;21/06/2008
paris;UNE FAMILLE CLEF EN MAIN;RUE LACEPEDE;18/07/2008;18/07/2008
paris;UNE FAMILLE CLEF EN MAIN;RUE DE SAVOIE;18/06/2008;18/06/2008
paris;INCOGNITO;BERGES DU QUAI DE LA TOURNELLE;17/06/2008;17/06/2008
paris;INCOGNITO;BOULEVARD MALESHERBES;22/06/2008;22/06/2008
paris;INCOGNITO;BOULEVARD DE CLICHY;15/06/2008;15/06/2008
paris;INCOGNITO;PLACE DE L'OPERA;20/06/2008;20/06/2008
paris;INCOGNITO;RUE ROBINEAU;20/06/2008;20/06/2008
paris;INCOGNITO;SQUARE LOUISE MICHEL;15/06/2008;15/06/2008
paris;L'ARMEE DU CRIME;BERGES CANAL;28/08/2008;28/08/2008
paris;L'ARMEE DU CRIME;CANAL SAINT MARTIN/BASTILLE/REPUBLIQUE;07/07/2008;07/07/2008
paris;L'ARMEE DU CRIME;PONT AU CHANGE;29/07/2008;29/07/2008
paris;L'ARMEE DU CRIME;PONT DU CARROUSSEL;20/07/2008;20/07/2008
paris;L'ARMEE DU CRIME;QUAI FRANCOIS MITTERRAND;13/07/2008;13/07/2008
paris;L'ARMEE DU CRIME;QUAI DE MONTEBELLO;07/07/2008;07/07/2008
paris;L'ARMEE DU CRIME;RUE DE BEAUNE;09/03/2008;09/04/2008
paris;ROMAINE PAR MOINS 30;RUE ORDENER;25/06/2008;25/06/2008
paris;LE CONCERT;AVENUE GABRIEL;16/07/2008;18/07/2008
paris;LE CONCERT;GALERIE NEMOURS;07/11/2008;07/11/2008
paris;IVERPATTALAM;AVENUE DE CAMOENS;07/03/2008;07/03/2008
paris;IVERPATTALAM;AVENUE HUSSEIN 1ER DE JORDANIE;07/03/2008;07/03/2008
paris;IVERPATTALAM;QUAI DE LA TOURNELLE;07/04/2008;07/04/2008
paris;THE REBOUND;AVENUE HENRI MARTIN;07/01/2008;07/01/2008
paris;THE REBOUND;PONT SAINT LOUIS;07/01/2008;07/01/2008
paris;THE REBOUND;QUAI BOURBON;07/01/2008;07/01/2008
paris;LE PETIT NICOLAS;AVENUE JUNOT;08/11/2008;08/11/2008
paris;LE PETIT NICOLAS;RUE GEORGES PEREC;18/09/2008;18/09/2008
paris;LE PETIT NICOLAS;RUE IRENEE BLANC;18/09/2008;18/09/2008
paris;LE PETIT NICOLAS;RUE GEORGE PEREC;17/09/2008;17/09/2008
paris;LE COACH;PONT ALEXANDRE III;09/05/2008;09/05/2008
paris;LE COACH;RUE D'AUSTERLITZ;25/07/2008;25/07/2008
paris;LA BLONDE AUX SEINS NUS;BERGES BASSES DU QUAI DES GRANDS AUGUSTINS;20/09/2008;20/09/2008
paris;LA BLONDE AUX SEINS NUS;PONT SAINT MICHEL;29/07/2008;29/07/2008
paris;LA BLONDE AUX SEINS NUS;QUAI MONTEBELLO (BERGES;09/05/2008;09/05/2008
paris;LA BLONDE AUX SEINS NUS;QUAI DES GRANDS AUGUSTINS;09/10/2008;09/10/2008
paris;LA BLONDE AUX SEINS NUS;QUAI MONTEBELLO (BERGES;09/09/2008;09/09/2008
paris;MA MEC A MOI;BOULEVARD BARBES;09/04/2008;09/04/2008
paris;MA MEC A MOI;RUE DE RIVOLI;09/11/2008;09/11/2008
paris;MA MEC A MOI;RUE DE PANAMA;09/02/2008;09/02/2008
paris;MA MEC A MOI;RUE DE SUEZ;09/09/2008;09/09/2008
paris;GLAMROCK VILLE;QUAI DES CELESTINS;08/03/2008;08/03/2008
paris;HADEWIJCH;BOULEVARD HENRI IV;20/08/2008;20/08/2008
paris;HADEWIJCH;PORT DE LA TOURNELLE;08/06/2008;08/06/2008
paris;HADEWIJCH;QUAI DES CELESTINS;29/08/2008;29/08/2008
paris;HADEWIJCH;QUAI D'ORLEANS;08/12/2008;08/12/2008
paris;MON BEAU PERE;AVENUE DES TERNES;08/08/2008;08/08/2008
paris;MICMACS A TIRE LARIGOT;CANAL SAINT DENIS;22/08/2008;22/08/2008
paris;MICMACS A TIRE LARIGOT;CANAL DE L'OURCQ;25/11/2008;25/11/2008
paris;MICMACS A TIRE LARIGOT;CHAUSSEE AVANT LE PONT DE L'OURCQ (GRUE);27/11/2008;27/11/2008
paris;MICMACS A TIRE LARIGOT;CHAUSSEE AVANT LE PONT DE L'OURCQ (GRUE);12/01/2008;12/01/2008
paris;MICMACS A TIRE LARIGOT;PLACE JULES RIMET;28/10/2008;28/10/2008
paris;MICMACS A TIRE LARIGOT;PONT DE CRIMEE;24/11/2008;24/11/2008
paris;MICMACS A TIRE LARIGOT;PONT DE BIR HAKEIM;15/12/2008;15/12/2008
paris;MICMACS A TIRE LARIGOT;RUE RAMBUTEAU/RUE MONTMARTRE (ANGLE);25/08/2008;25/08/2008
paris;JE NE DIS PAS NON;RUE ROLLIN;25/08/2008;25/08/2008
paris;JE NE DIS PAS NON;SQUARE DES BERGES;26/08/2008;27/08/2008
paris;ERREUR DE LA BANQUE EN VOTRE FAVEUR;AVENUE DE COURCELLES;19/09/2008;19/09/2008
paris;LE PERE DE MES ENFANTS;RUE BOSSUET;09/01/2008;09/01/2008
paris;LE PERE DE MES ENFANTS;RUE SAINTE ANNE;09/02/2008;09/02/2008
paris;LE PERE DE MES ENFANTS;RUE DE DUNKERQUE;13/10/2008;13/10/2008
paris;LES DERNIERS JOURS DU MONDE;RUE BELZUNCE;09/11/2008;09/11/2008
paris;LES DERNIERS JOURS DU MONDE;RUE BELLEFOND;09/11/2008;09/11/2008
paris;LES DERNIERS JOURS DU MONDE;RUE DU FAUBOURG SAINT MARTIN;09/11/2008;09/11/2008
paris;LE DERNIER POUR LA ROUTE;RUE DE PHALSBOURG;15/09/2008;15/09/2008
paris;LE DERNIER POUR LA ROUTE;RUE DE LOGELBACH;15/09/2008;15/09/2008
paris;BANLIEUE 13  ULTIMATUM;RUE AMPERE;11/12/2008;13/11/2008
paris;LONDON DREAMS;PASSERELLE SOLFERINO;18/09/2008;18/09/2008
paris;AUX ARMES/TOI MOI ET LES AUTRES;SQUARE SAINT BERNARD;11/03/2009;11/03/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;BOULEVARD BEAUSEJOUR;19/10/2009;19/10/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;PONT DES ARTS;22/10/2009;22/10/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;RUE RAYNOUARD;19/10/2009;19/10/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;BOULEVARD RASPAIL;14/12/2009;17/12/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;AVENUE DE CAMOENS;21/10/2009;21/10/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;JARDIN NOTRE DAME;11/06/2009;11/06/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;RUE PHILIPPE DE GIRARD;28/10/2009;28/10/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;RUE DU CARDINAL DUBOIS;11/10/2009;11/10/2009
paris;AUX ARMES/TOI MOI ET LES AUTRES;RUE DE CHARTRES;11/10/2009;11/10/2009
paris;HEREAFTER;AVENUE ALBERT DE MUN;21/10/2009;21/10/2009
paris;HEREAFTER;PONT DU GARIGLIANO;20/10/2009;20/10/2009
paris;CIEL ETRANGER;COURS LA REINE;29/10/2009;29/10/2009
paris;LA SIGNATURE;RUE ANDROUET;11/08/2009;11/08/2009
paris;BRACELETS DE FER;PONT MARIE;19/11/2009;19/11/2009
paris;BRACELETS DE FER;PARVIS DE NOTRE DAME;19/11/2009;19/11/2009
paris;BRACELETS DE FER;AVENUE DES CHAMPS ELYSEES;23/12/2009;23/12/2009
paris;BRACELETS DE FER;PORTE MAILLOT;29/12/2009;29/12/2009
paris;BRACELETS DE FER;PARVIS DU SACRE COEUR;28/12/2009;28/12/2009
paris;FLEURS DU MAL;QUAI DE L'HOTEL DE VILLE;11/05/2009;11/05/2009
paris;FLEURS DU MAL;AVENUE DU GENERAL EISENHOWER;11/07/2009;11/07/2009
paris;FLEURS DU MAL;QUAI DE BOURBON;11/05/2009;11/05/2009
paris;BELLE EPINE;RUE COUSTOU;18/11/2009;18/11/2009
paris;UNE PURE AFFAIRE/SUR DES RAILS;PLACE DE BRETEUIL;13/02/2010;13/02/2010
paris;UNE PURE AFFAIRE/SUR DES RAILS;TERRAIN SKATE PARK DE BERCY;01/05/2010;01/05/2010
paris;NO ET MOI;RUE DE MONTGALLET;02/10/2010;02/10/2010
paris;NO ET MOI;RUE DES DEUX GARES;02/08/2010;02/08/2010
paris;NO ET MOI;AVENUE TRUDAINE;03/02/2010;03/03/2010
paris;NO ET MOI;RUE SAINT LAZARE;02/01/2010;02/01/2010
paris;NO ET MOI;RUE BECCARIA;02/10/2010;02/10/2010
paris;NO ET MOI;ALLEE DES ORGUES DE FLANDRE;03/01/2010;03/01/2010
paris;LA CHANCE DE MA VIE;RUE CHABANAIS/RUE RAMEAU;19/01/2010;19/01/2010
paris;LA CHANCE DE MA VIE;PLACE DU PARVIS DE L'EGLISE ST CLOTILDE;18/01/2010;18/01/2010
paris;LES YEUX DE SA MERE;BOULEVARD SAINT MARTIN;03/06/2010;03/06/2010
paris;LES INSOMNIAQUES;SQUARE JEAN PERRIN;20/01/2010;20/01/2010
paris;LES INSOMNIAQUES;RUE MORLEY/DE SCHOMBER/DE SULLY;28/01/2010;28/01/2010
paris;LES INSOMNIAQUES;BOULEVARD MORLAND;29/01/2010;29/01/2010
paris;AU BISTRO DU COIN;RUE DU MARCHE POPINCOURT;18/01/2010;19/01/2010
paris;A BOUT PORTANT;PASSAGE DE LA FERME SAINT LAZARE;14/03/2010;14/03/2010
paris;A BOUT PORTANT;RUE BALARD;15/03/2010;15/03/2010
paris;MONSIEUR PAPA;AVENUE DE FRIEDLAND;02/08/2010;02/09/2010
paris;MONSIEUR PAPA;SQUARE VOIRIE RAPP;02/09/2010;02/10/2010
paris;MONSIEUR PAPA;QUAI DE JEMMAPES;03/03/2010;03/03/2010
paris;MONSIEUR PAPA;PLACE GUILLAUMIN;02/06/2010;02/06/2010
paris;MONSIEUR PAPA;PLACE GUILLAUMIN;02/08/2010;02/09/2010
paris;MONSIEUR PAPA;RUE GOUBET;16/03/2010;16/03/2010
paris;MONSIEUR PAPA;RUE BERRYER;02/06/2010;02/06/2010
paris;MONSIEUR PAPA;RUE BERRYER;02/08/2010;02/09/2010
paris;PARIS CONNECTIONS;RUE PIEMONTESI;02/04/2010;02/04/2010
paris;PARIS CONNECTIONS;RUE DES LOMBARDS;17/02/2010;17/02/2010
paris;LEA;BOULEVARD VINCENT AURIOL;24/02/2010;24/02/2010
paris;UNE FOLLE ENVIE;PASSERELLE DES RECOLLETS;25/02/2010;25/02/2010
paris;THE TOURIST;RUE DU QUATRE SEPTEMBRE;26/02/2010;26/02/2010
paris;THE TOURIST;PLACE DE LA CONCORDE;26/02/2010;26/02/2010
paris;THE TOURIST;GALERIE VIVIENNE;25/02/2010;25/02/2010
paris;THE TOURIST;RUE DE MARIVAUX;26/02/2010;26/02/2010
paris;THE TOURIST;PLACE DES PETITS PERES;25/02/2010;25/02/2010
paris;THE TOURIST;PLACE COLETTE;21/05/2010;21/05/2010
paris;ROSES A CREDIT;BERGES DU QUAI DE BOUBON;03/05/2010;03/05/2010
paris;ROSES A CREDIT;QUAI DE BOURBON;03/05/2010;03/05/2010
paris;MA PREMIERE FOIS;PLACE DE LA CONCORDE;17/08/2010;17/08/2010
paris;MA PREMIERE FOIS;PONT DU CARROUSEL;28/06/2010;28/06/2010
paris;IL RESTE DU JAMBON;RUE MONTMARTRE;04/07/2010;04/07/2010
paris;IL RESTE DU JAMBON;BOIS DE BOULOGNE;05/11/2010;05/11/2010
paris;IL RESTE DU JAMBON;RUE AUGUSTE COMTE;04/06/2010;04/06/2010
paris;IL RESTE DU JAMBON;RUE DE LA CHAUSSEE D'ANTIN;05/12/2010;05/12/2010
paris;IL RESTE DU JAMBON;RUE DE PASSY;24/03/2010;24/03/2010
paris;IL RESTE DU JAMBON;RUE EMERIAU;22/04/2010;22/04/2010
paris;IL RESTE DU JAMBON;RUE HALEVY;05/12/2010;05/12/2010
paris;LES FEMMES DU 6EME ETAGE;PARVIS DE L'EGLISE NOTRE DAME DE GRACE DE PASSY;05/07/2010;05/07/2010
paris;LES FEMMES DU 6EME ETAGE;JARDIN DE LA PLACE RODIN;05/06/2010;05/06/2010
paris;LES FEMMES DU 6EME ETAGE;RUE DE MESSINE;04/09/2010;04/09/2010
paris;LES FEMMES DU 6EME ETAGE;BOIS DE BOULOGNE;19/03/2010;19/03/2010
paris;BLANCHE NUIT;RUE DE LA FOLIE MERICOURT/BOULEVARD VOLTAIRE;31/03/2010;31/03/2010
paris;BLANCHE NUIT;AVENUE PARMENTIER;31/03/2010;31/03/2010
paris;LOVE AND BRUISES/FLEUR;BOULEVARD VINCENT AURIOL;21/04/2010;21/04/2010
paris;MON POTE;RUE DU CARDINAL DUBOIS;30/06/2010;30/06/2010
paris;MON POTE;ECOLE ELEMENTAIRE SAINT MAUR;26/04/2010;26/04/2010
paris;MON POTE;RUE MARTEL;05/04/2010;05/04/2010
paris;MON POTE;RUE LOUIS BLANC;30/06/2010;30/06/2010
paris;MON POTE;RUE ELEMENTAIRE RUE DE LA REPUBLIQUE;05/06/2010;05/06/2010
paris;LA FEMME DU CINQUIEME;BOULEVARD JULES SANDEAU;20/04/2010;20/04/2010
paris;LA FEMME DU CINQUIEME;PLACE DE L'EUROPE;04/12/2010;04/12/2010
paris;LA FEMME DU CINQUIEME;RUE DE BELLEFOND;19/04/2010;19/04/2010
paris;SI TU MEURS, JE TE TUE;RUE DU FAUBOURG POISSONNIERE;19/05/2010;19/05/2010
paris;SI TU MEURS, JE TE TUE;BERGES DU QUAI DE LA SEINE;21/05/2010;21/05/2010
paris;SI TU MEURS, JE TE TUE;PARVIS DE L'EGLISE SAINT VINCENT DE PAUL;18/05/2010;18/05/2010
paris;SI TU MEURS, JE TE TUE;RUE DE MAUBEUGE;14/04/2010;14/04/2010
paris;SI TU MEURS, JE TE TUE;RUE DE BELLEFOND;06/03/2010;06/03/2010
paris;SI TU MEURS, JE TE TUE;RUE DE ROCHECHOUART;05/11/2010;05/11/2010
paris;SI TU MEURS, JE TE TUE;PLACE DU 8 NOVEMBRE;05/04/2010;05/04/2010
paris;SI TU MEURS, JE TE TUE;RUE LAFAYETTE;21/05/2010;21/05/2010
paris;SI TU MEURS, JE TE TUE;RUE D'ALSACE;28/05/2010;28/05/2010
paris;SI TU MEURS, JE TE TUE;RUE MESSIER;04/12/2010;04/12/2010
paris;SI TU MEURS, JE TE TUE;AVENUE DE LA PORTE DE CHOISY;20/04/2010;20/04/2010
paris;LA LIGNE DROITE;BOIS DE VINCENNES;06/10/2010;06/10/2010
paris;LA LIGNE DROITE;MAIL DE BIEVRE;07/02/2010;07/02/2010
paris;L'ART DE SEDUIRE;PROMENADE ERIC TABARLY;27/05/2010;27/05/2010
paris;L'ART DE SEDUIRE;RUE LEOPOLD BELLAND;13/06/2010;13/06/2010
paris;L'ART DE SEDUIRE;RUE JOMARD;28/05/2010;28/05/2010
paris;INCONTROLABLE;PARC MONCEAU;08/01/2005;08/03/2005
paris;INCONTROLABLE;PLACE DE LA REPUBLIQUE DOMINICAINE;08/01/2005;08/03/2005
paris;A L'ARRACHE;RUE RAYMOND QUENEAU;20/07/2005;20/07/2005
paris;JARDINS EN AUTOMNE;RUE VICAIRE;08/01/2005;08/02/2005
paris;NOUVELLE CHANCE;RUE DE MENILMONTANT;28/08/2005;28/08/2005
paris;NOUVELLE CHANCE;RUE DE MENILMONTANT;15/08/2005;15/08/2005
paris;LES BRIGADES DU TIGRE;RUE DU CHEVALIER DE LA BARRE;30/09/2005;30/09/2005
paris;LES BRIGADES DU TIGRE;RUE DE LA MANUTENTION;10/05/2005;10/05/2005
paris;CAMPING;RUE DES MORILLONS;08/01/2005;08/01/2005
paris;LA JUNGLE;AVENUE DE RANELAGH;31/08/2005;31/08/2005
paris;LA JUNGLE;AVENUE TRUDAINE;19/08/2005;19/08/2005
paris;LA JUNGLE;PISCINE DRIGNY;19/10/2005;19/10/2005
paris;LA JUNGLE;PONT DE BERCY;25/08/2005;25/08/2005
paris;LA JUNGLE;PONT DE BERCY (TERRE PLEIN);29/08/2005;29/08/2005
paris;LA JUNGLE;RUE DU THEATRE;16/08/2005;16/08/2005
paris;LA JUNGLE;RUE DU FAUBOURG SAINT DENIS;23/08/2005;23/08/2005
paris;LA JUNGLE;RUE ROBERT DE FLERS;16/08/2005;16/08/2005
paris;NOUVELLE DONNE;RUE DU BOULEVARD SAINT MICHEL;18/09/2005;18/09/2005
paris;LES AMITIES MALEFIQUES;AVENUE PARMENTIER;19/09/2005;19/09/2005
paris;LES AMITIES MALEFIQUES;RUE DE PICARDIE;29/08/2005;29/08/2005
paris;LES AMITIES MALEFIQUES;RUE DE BRETAGNE;29/08/2005;29/08/2005
paris;PARIS JE T'AIME;AVENUE DU COLONEL ROL TANGUY;18/11/2005;18/11/2005
paris;PARIS JE T'AIME;BOULEVARD DE COURCELLES;08/01/2005;08/01/2005
paris;PARIS JE T'AIME;MARCHE D'ALIGRE;10/05/2005;10/05/2005
paris;PARIS JE T'AIME;PLACE DES VICTOIRES;25/08/2005;26/08/2005
paris;PARIS JE T'AIME;RUE NOTRE DAME DES VICTOIRES;25/08/2005;26/08/2005
paris;PARIS JE T'AIME;RUE DE SAINTONGE;26/09/2005;26/09/2005
paris;PARIS JE T'AIME;RUE DES ROSIERS;09/09/2005;09/09/2005
paris;PARIS JE T'AIME;RUE DE L'UNIVERSITE;26/07/2005;26/07/2005
paris;PARIS JE T'AIME;RUE VIDE GROUSSET;25/08/2005;26/08/2005
paris;PARIS JE T'AIME;RUE RAYMOND LOSSERAND;20/09/2005;20/09/2005
paris;PARIS JE T'AIME;SQUARE ARMAND TROUSSEAU;09/09/2005;09/09/2005
paris;QUELQUES JOURS EN SEPTEMBRE;PORT DES CHAMPS ELYSEES;21/09/2005;21/09/2005
paris;QUELQUES JOURS EN SEPTEMBRE;RUE D'ALIGRE (PLACE BEAUVAU);23/09/2005;23/09/2005
paris;LES ANGES EXTERMINATEURS;PLACE DE WAGRAM;10/05/2005;10/05/2005
paris;LE GRAND APPARTEMENT;RUE BAYARD;09/09/2005;09/09/2005
paris;ECHANGE;PONT DES ARTS;09/08/2005;09/09/2005
paris;TAKE THIS WALTZ;RUE DE LA CORDERIE;09/06/2005;09/06/2005
paris;TAKE THIS WALTZ;RUE RAMBUTEAU;09/07/2005;09/07/2005
paris;TAKE THIS WALTZ;RUE DU TEMPLE;09/07/2005;09/07/2005
paris;TAKE THIS WALTZ;RUE AU MAIRE;09/06/2005;09/06/2005
paris;LES MURS PORT;RUE DES ROSIERS;10/04/2006;10/04/2006
paris;LES MURS PORT;RUE LAMBARDIE;24/10/2005;24/10/2005
paris;LES MURS PORT;RUE ROTTEMBOURG ET RUE DE LA VEGA;16/09/2005;16/09/2005
paris;LES MURS PORT;RUE DE JARENTE;10/05/2006;10/05/2006
paris;LES MURS PORT;SQUARE DU TEMPLE;10/05/2006;10/05/2006
paris;EXES;BOULEVARD DE CLICHY;15/09/2005;15/09/2005
paris;EXES;BOULEVARD DE CLICHY;14/09/2005;14/09/2005
paris;EXES;RUE DE LA VERRERIE;19/09/2005;19/09/2005
paris;RESILIENCE;PARC MONCEAU;14/09/2005;14/09/2005
paris;LA FAUTE A FIDEL;RUE MARCEL PROUST;15/11/2005;15/11/2005
paris;LA FAUTE A FIDEL;RUE MIRABEAU;15/11/2005;15/11/2005
paris;LA FAUTE A FIDEL;RUE DE LA FRATERNITE;10/04/2005;10/04/2005
paris;LA FAUTE A FIDEL;SQUARE CARPEAUX;10/06/2005;10/06/2005
paris;PARIS, JE T'AIME;AIRE DE JEUX GEORGES MANDEL;10/08/2005;10/08/2005
paris;TRUANDS;BOIS DE VINCENNES;21/11/2005;21/11/2005
paris;THE QUEEN;COURS ALBERT 1ER;11/08/2005;11/09/2005
paris;TRES BIEN MERCI;RUE BISCORNET;18/11/2005;18/11/2005
paris;TRES BIEN MERCI;RUE DES RECULETTES;15/12/2005;15/12/2005
paris;TRES BIEN MERCI;RUE DE PRAGUE;16/12/2005;16/12/2005
paris;CE QUE JE SAIS DE LOLA;BOULEVARD DE CLICHY;24/11/2005;24/11/2005
paris;CE QUE JE SAIS DE LOLA;PISCINE DES AMIRAUX;12/05/2005;12/05/2005
paris;ANDALUCIA;RUE DES GARDES;12/07/2005;12/07/2005
paris;ANDALUCIA;RUE DU CYGNE;19/11/2005;19/11/2005
paris;ANDALUCIA;RUE SAINT LUC;12/07/2005;12/07/2005
paris;ANDALUCIA;RUE DU FAUBOURG POISSONNIERE;12/12/2005;12/12/2005
paris;ANDALUCIA;RUE BASSANO;14/12/2005;14/12/2005
paris;SUZANNE ET LES VIEILLARDS;PONT D'IENA;21/11/2005;21/11/2005
paris;NOS AMIS LES TERRIENS;AVENUE HOCHE;28/11/2005;28/11/2005
paris;NOS AMIS LES TERRIENS;CIMETIERE DE PANTIN;12/01/2005;12/01/2005
paris;MAUVAISE FOI;RUE BOUCHARDON;30/01/2006;30/01/2006
paris;MAUVAISE FOI;RUE DU FAUBOURG DU TEMPLE;01/10/2006;13/01/2006
paris;MAUVAISE FOI;RUE DU CHATEAU D'EAU;30/01/2006;30/01/2006
paris;MES COPINES;JARDIN DES HALLES;03/11/2006;03/11/2006
paris;MES COPINES;QUAI DE BOURBON;03/11/2006;03/11/2006
paris;ENSEMBLE, C'EST TOUT;PLACE SANTIAGO DU CHILI;05/09/2006;05/09/2006
paris;LE DIABLE S'HABILLE EN PRADA;RUE DE LA BUCHERIE/RUE DU HAUT PAVE (ANGLE);15/12/2005;15/12/2005
paris;MON MEILLEUR AMI;EGLISE DU SAINT ESPRIT (186, AV DAUMESNIL);13/01/2006;13/01/2006
paris;MON MEILLEUR AMI;PLACE LECORBUSIER;19/01/2006;19/01/2006
paris;MON MEILLEUR AMI;PONT DE LA CONCORDE;26/01/2006;26/01/2006
paris;MON MEILLEUR AMI;RUE BRUNEL;13/03/2006;13/03/2006
paris;MON MEILLEUR AMI;SQUARE DE CLIGNANCOURT;15/03/2006;15/03/2006
paris;MON MEILLEUR AMI;SQUARE DE CLIGNANCOURT;02/02/2006;02/02/2006
paris;DANS PARIS;AVENUE DE TOURVILLE;02/02/2006;02/02/2006
paris;DANS PARIS;PLACE F. FOREST ET QUAI DE GRENELLE;01/03/2006;01/03/2006
paris;DANS PARIS;RUE DE SEVRES;01/02/2006;01/02/2006
paris;DANS PARIS;RUE PAUL ET JEAN LEROLLE;02/03/2006;02/03/2006
paris;DANS PARIS;RUE DE BABYLONE;02/02/2006;02/02/2006
paris;CHANGEMENT D'ADRESSE;PLACE DE L'OPERA;02/07/2006;02/07/2006
paris;CHANGEMENT D'ADRESSE;RUE DE LA SABLIERE/R BENARD (ANGLE);18/01/2006;18/01/2006
paris;CHANGEMENT D'ADRESSE;RUE DE MOSCOU;02/07/2006;02/07/2006
paris;LES AMBITIEUX;BOULEVARD RASPAIL;27/01/2006;27/01/2006
paris;LES AMBITIEUX;PARKING DEVANT LE JARDIN DES TUILERIES;03/01/2006;03/01/2006
paris;LES AMBITIEUX;RUE MARTEL;13/02/2006;16/02/2006
paris;BELLE TOUJOURS;RUE MARIVAUX;13/02/2006;13/02/2006
paris;BELLE TOUJOURS;RUE DANIELLE CASANOVA;20/02/2006;20/02/2006
paris;MA PLACE AU SOLEIL;RUE CALMELS;30/03/2006;30/03/2006
paris;MA PLACE AU SOLEIL;RUE GEORGES DE PORT;13/03/2006;13/03/2006
paris;MA PLACE AU SOLEIL;RUE CALMELS;04/03/2006;04/03/2006
paris;FAY GRIM;RUE DE LA VIEUVILLE;18/02/2006;18/02/2006
paris;UN AMOUR DESASTREUX;BERGES DU PORT;22/04/2004;22/04/2004
paris;UN AMOUR DESASTREUX;COURS LA REINE;29/04/2004;29/04/2004
paris;UN AMOUR DESASTREUX;PONT DE L'ARCHEVECHE;26/04/2004;26/04/2004
paris;UN AMOUR DESASTREUX;PONT DE LA CONCORDE;29/04/2004;29/04/2004
paris;UN AMOUR DESASTREUX;PONT DE L'ARCHEVECHE;27/04/2004;27/04/2004
paris;UN AMOUR DESASTREUX;PONT DE LA CONCORDE;27/04/2004;27/04/2004
paris;UN AMOUR DESASTREUX;PONT DE LA CONCORDE;24/04/2004;24/04/2004
paris;UN AMOUR DESASTREUX;QUAI DE MONTEBELLO;28/04/2004;28/04/2004
paris;UN AMOUR DESASTREUX;QUAI DE MONTEBELLO;24/04/2004;24/04/2004
paris;QUARTIER VIP;RUE MESSIER;05/10/2004;05/10/2004
paris;TOUT POUR PLAIRE;RUE JULIETTE;06/04/2004;06/04/2004
paris;TOUT POUR PLAIRE;RUE LEON BONNAT;19/05/2004;19/05/2004
paris;LES INVISIBLES;AIRE DE JEUX DU PUITS DE L'ERMITE;06/01/2004;06/01/2004
