title;year;genres;realisators;actors;synopsis;language;country;rate;duration;found
UN CONTE DE NOEL;1979;;Marcel Aymé (novel),;Brigitte Gruel,Renaud Vincent,Frédéric Duru,Sophie Lamoureux,;N/A;French;France;0.0;0;true
GOMEZ VS TAVARES;0;null;null;null;null;null;null;0.0;0;false
TRIVIAL;2007;;Sophie Marceau (scenario),Gianguido Spinelli (scenario),Jacques Deschamps (scenario),Rania Meziani (collaboration),Sophie Marceau (idea),;Christopher Lambert,Sophie Marceau,Nicolas Briançon,Simon Abkarian,;An inspector who just suffered a family tragedy is looking for a missing older man. Man's family is of no help, or are they hiding something? He is helped by a ghost of an actress who died 30 years ago, or is he slowly going insane?;French;France;4.9;103;true
TATT AV KVINNEN;0;null;null;null;null;null;null;0.0;0;false
DARLING;1965;;Frederic Raphael (screenplay),Frederic Raphael (idea),John Schlesinger (idea),Joseph Janni (idea),;Julie Christie,Laurence Harvey,Dirk Bogarde,José Luis De Vilallonga,;A beautiful but amoral model sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.;English;UK;7.2;128;true
SALTIMBANK;2003;;Jean-claude Biette,;Jeanne Balibar,Jean-christophe Bouvet,Jean-marc Barr,Pascal Cervo,;The title reflects the brand of a financial institution, the bank of the Saltim family: Frederic, the younger brother, runs the family bank, his brother Bruno rejected the position of ...;French, German;France;6.2;92;true
BIENVENUE AU GITE;0;null;null;null;null;null;null;0.0;0;false
JANIS ET JOHN;0;null;null;null;null;null;null;0.0;0;false
SANS ARME, NI HAINE, NI VIOLENCE;0;null;null;null;null;null;null;0.0;0;false
LA PERMISSION DE MINUIT/DE TOUTES MES FORCES;0;null;null;null;null;null;null;0.0;0;false
ELLES/SPONSORING;0;null;null;null;null;null;null;0.0;0;false
DESIR EN BOITE SOUS UN CIEL ROUGE;0;null;null;null;null;null;null;0.0;0;false
24 HEURES/SWEET POP'S;0;null;null;null;null;null;null;0.0;0;false
PASSE-PASSE / (CHAPEAU DE ROUE);0;null;null;null;null;null;null;0.0;0;false
UN SI BEAU VOYAGE;2008;;Khaled Ghorbal,;Farid Chopel,Assumpta Serna,Abdelhafid Metalsi,Aboubacar Eros Sissoko,;Mohammed is a retired factory-worker. He lives alone in the Sonacotra residence for workers. But he is now ill and is being forced to leave the room he has occupied for so many years. ...;Arabic, French;Tunisia, France;5.8;137;true
DES POUPEES ET DES ANGES;0;null;null;null;null;null;null;0.0;0;false
LEUR MORALE ET LA NOTRE;0;null;null;null;null;null;null;0.0;0;false
LE FARCEUR;0;null;null;null;null;null;null;0.0;0;false
MES STARS ET MOI;0;null;null;null;null;null;null;0.0;0;false
LA CLEF;1996;;N/a,;N/a,;N/A;N/A;N/A;5.9;1;true
NOTRE UNIVERS IMPITOYABLE;2008;;Léa Fazer,;Alice Taglioni,Jocelyn Quivrin,Thierry Lhermitte,Pascale Arbillot,;Victor and Margot are both lawyers in a major consulting firm and form a solid couple in private. Yet one day they find themselves competing for the same job promotion. How will their relationship stand up to the outcome?;French;France;5.9;87;true
LIBRE ECHANGE;2010;;Serge Gisquière,;Carole Bouquet,Julie Depardieu,Serge Gisquière,Eric De Staercke,;N/A;French;France;4.5;75;true
POUPOUPIDOU;0;null;null;null;null;null;null;0.0;0;false
LE COU DE LA GIRAFE;0;null;null;null;null;null;null;0.0;0;false
CHELUVEYE NINNE NODALU;0;null;null;null;null;null;null;0.0;0;false
MUJJAHIR;0;null;null;null;null;null;null;0.0;0;false
JIMMY RIVIERE;2011;;Teddy Lussi-modeste (screenplay),Rebecca Zlotowski (screenplay),;Guillaume Gouix,Béatrice Dalle,Hafsia Herzi,Serge Riaboukine,;N/A;French;France;5.4;90;true
INJU;2008;;Rampo Edogawa (novel),Jean-armand Bougrelle (scenario),Frédérique Henri (scenario),Barbet Schroeder (scenario),Eitan Arrusi (collaboration),Franck Ribière,;Benoît Magimel,Lika Minamoto,Shun Sugata,Maurice Bénichou,;The writer and college professor, Alexandre Fayard, researches and gives lectures about the gruesome literary work of the mysterious Japanese writer Shundei Oe, considered by him to be the ...;French, Japanese, English;France, Japan;5.5;105;true
RETOMBER AMOUREUSE;0;null;null;null;null;null;null;0.0;0;false
LA TRES TRES GRANDE ENTREPRISE;0;null;null;null;null;null;null;0.0;0;false
LA QUESTION HUMAINE;0;null;null;null;null;null;null;0.0;0;false
COEURS/PETITES PEURS PARTAGEES;0;null;null;null;null;null;null;0.0;0;false
LA PETITE LILI;0;null;null;null;null;null;null;0.0;0;false
